"word","sentiment","translatedContent"
"annoys","negative","molesta"
"annul","negative","anular"
"annulled","negative","anulado"
"annulling","negative","anulación"
"annulment","negative","anulación"
"annulments","negative","anulaciones"
"annuls","negative","anular"
"anomalies","negative","anomalías"
"anomalous","negative","anómalo"
"anomalously","negative","anómalamente"
"anomaly","negative","anomalía"
"anticompetitive","negative","anticompetitivo"
"antitrust","negative","antimonopolista"
"argue","negative","discutir"
"argued","negative","argumentó"
"arguing","negative","discutiendo"
"argument","negative","argumento"
"argumentative","negative","discutidor"
"arguments","negative","argumentos"
"arrearage","negative","atrasos"
"arrearages","negative","atrasos"
"arrears","negative","atrasos"
"arrest","negative","arrestar"
"arrested","negative","detenido"
"arrests","negative","arrestos"
"artificially","negative","artificialmente"
"assault","negative","asalto"
"assaulted","negative","asaltado"
"assaulting","negative","asaltar"
"assaults","negative","asaltos"
"assertions","negative","afirmaciones"
"attrition","negative","desgaste"
"aversely","negative","contrariamente"
"backdating","negative","anticuado"
"bad","negative","malo"
"bail","negative","fianza"
"bailout","negative","rescate"
"balk","negative","obstáculo"
"balked","negative","rechazado"
"bankrupt","negative","arruinado"
"bankruptcies","negative","quiebras"
"bankruptcy","negative","bancarrota"
"bankrupted","negative","arruinado"
"bankrupting","negative","quiebra"
"bankrupts","negative","quiebras"
"bans","negative","prohibiciones"
"barred","negative","prohibido"
"barrier","negative","barrera"
"barriers","negative","barreras"
"bottleneck","negative","embotellamiento"
"bottlenecks","negative","cuellos de botella"
"boycott","negative","boicotear"
"boycotted","negative","boicoteado"
"boycotting","negative","boicotear"
"boycotts","negative","boicots"
"breach","negative","incumplimiento"
"breached","negative","violado"
"breaches","negative","infracciones"
"breaching","negative","incumplimiento"
"break","negative","descanso"
"breakage","negative","rotura"
"breakages","negative","roturas"
"breakdown","negative","Descompostura"
"breakdowns","negative","averías"
"breaking","negative","rotura"
"breaks","negative","rompe"
"bribe","negative","soborno"
"bribed","negative","sobornado"
"briberies","negative","sobornos"
"bribery","negative","soborno"
"bribes","negative","sobornos"
"bribing","negative","soborno"
"bridge","negative","puente"
"broken","negative","roto"
"burden","negative","carga"
"burdened","negative","agobiado"
"burdening","negative","agobiante"
"burdens","negative","cargas"
"burdensome","negative","gravoso"
"burned","negative","quemado"
"calamities","negative","calamidades"
"calamitous","negative","calamitoso"
"calamity","negative","calamidad"
"cancel","negative","cancelar"
"canceled","negative","cancelado"
"canceling","negative","cancelado"
"cancellation","negative","cancelación"
"cancellations","negative","cancelaciones"
"cancelled","negative","cancelado"
"cancelling","negative","cancelado"
"cancels","negative","cancela"
"careless","negative","descuidado"
"carelessly","negative","descuidadamente"
"carelessness","negative","descuido"
"catastrophe","negative","catástrofe"
"catastrophes","negative","catástrofes"
"catastrophic","negative","catastrófico"
"catastrophically","negative","catastróficamente"
"caution","negative","precaución"
"cautionary","negative","amonestado"
"cautioned","negative","advertido"
"cautioning","negative","advirtiendo"
"cautions","negative","precauciones"
"cease","negative","cesar"
"ceased","negative","cesado"
"ceases","negative","cesa"
"ceasing","negative","cesar"
"censure","negative","censura"
"censured","negative","censurado"
"censures","negative","censuras"
"censuring","negative","censurando"
"challenge","negative","desafío"
"challenged","negative","desafiado"
"challenges","negative","desafíos"
"challenging","negative","desafiante"
"chargeoffs","negative","cancelaciones"
"circumvent","negative","evitar"
"circumvented","negative","burlado"
"circumventing","negative","eludiendo"
"circumvention","negative","burla"
"circumventions","negative","circunvenciones"
"circumvents","negative","esquiva"
"claiming","negative","reclamando"
"claims","negative","reclamación (es"
"clawback","negative","clawback"
"closed","negative","cerrado"
"closeout","negative","cerrar"
"closeouts","negative","liquidaciones"
"closing","negative","clausura"
"closings","negative","cierres"
"closure","negative","cierre"
"closures","negative","cierres"
"coerce","negative","obligar"
"coerced","negative","coaccionado"
"coerces","negative","coacciones"
"coercing","negative","coaccionar"
"coercion","negative","coerción"
"coercive","negative","coactivo"
"collapse","negative","colapso"
"collapsed","negative","colapsado"
"collapses","negative","se derrumba"
"collapsing","negative","colapso"
"collision","negative","colisión"
"collisions","negative","colisiones"
"collude","negative","confabularse"
"colluded","negative","coludido"
"colludes","negative","conspira"
"colluding","negative","colusión"
"collusion","negative","colusión"
"collusions","negative","colusiones"
"collusive","negative","colusivo"
"complain","negative","quejar"
"complained","negative","se quejó"
"complaining","negative","quejumbroso"
"complains","negative","se queja"
"complaint","negative","queja"
"complaints","negative","quejas"
"complicate","negative","complicar"
"complicated","negative","Complicado"
"complicates","negative","complica"
"complicating","negative","complicando"
"complication","negative","complicación"
"complications","negative","complicaciones"
"compulsion","negative","compulsión"
"concealed","negative","ocultado"
"concealing","negative","ocultando"
"concede","negative","conceder"
"conceded","negative","concedido"
"concedes","negative","concede"
"conceding","negative","concediendo"
"concern","negative","preocupación"
"concerned","negative","preocupado"
"concerns","negative","preocupaciones"
"conciliating","negative","conciliando"
"conciliation","negative","conciliación"
"conciliations","negative","conciliaciones"
"condemn","negative","condenar"
"condemnation","negative","condenación"
"condemnations","negative","condenas"
"condemned","negative","condenado"
"condemning","negative","condenando"
"condemns","negative","condena"
"condone","negative","condonar"
"condoned","negative","tolerado"
"confess","negative","confesar"
"confessed","negative","confesó"
"confesses","negative","confiesa"
"confessing","negative","confesando"
"confession","negative","confesión"
"confine","negative","confinar"
"confined","negative","confinado"
"confinement","negative","confinamiento"
"confinements","negative","confinamientos"
"confines","negative","fronteras"
"confining","negative","confinando"
"confiscate","negative","confiscar"
"confiscated","negative","confiscado"
"confiscates","negative","confisca"
"confiscating","negative","confiscando"
"confiscation","negative","confiscación"
"confiscations","negative","confiscaciones"
"conflict","negative","conflicto"
"conflicted","negative","en conflicto"
"conflicting","negative","contradictorio"
"conflicts","negative","conflictos"
"confront","negative","confrontar"
"confrontation","negative","confrontación"
"confrontational","negative","confrontacional"
"confrontations","negative","confrontaciones"
"confronted","negative","confrontado"
"confronting","negative","confrontando"
"confronts","negative","confronta"
"confuse","negative","confundir"
"confused","negative","confuso"
"confuses","negative","confunde"
"confusing","negative","confuso"
"confusingly","negative","confusamente"
"confusion","negative","confusión"
"conspiracies","negative","conspiraciones"
"conspiracy","negative","conspiración"
"conspirator","negative","conspirador"
"conspiratorial","negative","conspirador"
"conspirators","negative","conspiradores"
"conspire","negative","conspirar"
"conspired","negative","conspirado"
"conspires","negative","conspira"
"conspiring","negative","conspirando"
"contempt","negative","desprecio"
"contend","negative","contender"
"contended","negative","contendido"
"contending","negative","contendiendo"
"contends","negative","sostiene"
"contention","negative","contención"
"contentions","negative","contenciones"
"contentious","negative","contencioso"
"contentiously","negative","contenciosamente"
"contested","negative","impugnado"
"contesting","negative","impugnando"
"contraction","negative","contracción"
"contractions","negative","contracciones"
"contradict","negative","contradecir"
"contradicted","negative","contradicho"
"contradicting","negative","contradiciendo"
"contradiction","negative","contradicción"
"contradictions","negative","contradicciones"
"contradictory","negative","contradictorio"
"contradicts","negative","contradice"
"contrary","negative","contrario"
"controversial","negative","polémico"
"controversies","negative","controversias"
"controversy","negative","controversia"
"convict","negative","condenar"
"convicted","negative","convicto"
"convicting","negative","condenando"
"conviction","negative","convicción"
"convictions","negative","convicciones"
"corrected","negative","corregido"
"correcting","negative","de corrección"
"correction","negative","corrección"
"corrections","negative","correcciones"
"corrects","negative","corrige"
"corrupt","negative","corrupto"
"corrupted","negative","corrompido"
"corrupting","negative","corrompiendo"
"corruption","negative","corrupción"
"corruptions","negative","corrupciones"
"corruptly","negative","corruptamente"
"corruptness","negative","corrupción"
"costly","negative","costoso"
"counterclaim","negative","reconvención"
"counterclaimed","negative","contradeclarado"
"counterclaiming","negative","contrademanda"
"counterclaims","negative","contrademandas"
"counterfeit","negative","falsificación"
"counterfeited","negative","falsificado"
"counterfeiter","negative","falsificador"
"counterfeiters","negative","falsificadores"
"counterfeiting","negative","falsificación"
"counterfeits","negative","falsificaciones"
"countermeasure","negative","contramedida"
"countermeasures","negative","contramedidas"
"crime","negative","crimen"
"crimes","negative","crímenes"
"criminal","negative","delincuente"
"criminally","negative","criminalmente"
"criminals","negative","criminales"
"crises","negative","crisis"
"crisis","negative","crisis"
"critical","negative","crítico"
"critically","negative","críticamente"
"criticism","negative","crítica"
"criticisms","negative","criticas"
"criticize","negative","criticar"
"criticized","negative","criticado"
"criticizes","negative","critica"
"criticizing","negative","criticando"
"crucial","negative","crucial"
"crucially","negative","crucialmente"
"culpability","negative","culpabilidad"
"culpable","negative","culpable"
"culpably","negative","culpablemente"
"cumbersome","negative","incómodo"
"curtail","negative","acortar"
"curtailed","negative","acortado"
"curtailing","negative","acortando"
"curtailment","negative","reducción"
"curtailments","negative","reducciones"
"curtails","negative","reducciones"
"cut","negative","cortar"
"cutback","negative","reducir"
"cutbacks","negative","recortes"
"cyberattack","negative","ataque cibernetico"
"cyberattacks","negative","Ataques ciberneticos"
"cyberbullying","negative","acoso cibernético"
"cybercrime","negative","cibercrimen"
"cybercrimes","negative","crímenes cibernéticos"
"cybercriminal","negative","cibercriminal"
"cybercriminals","negative","cibercriminales"
"damage","negative","dañar"
"damaged","negative","dañado"
"damages","negative","daños y perjuicios"
"damaging","negative","perjudicial"
"dampen","negative","humedecer"
"dampened","negative","humedecido"
"danger","negative","peligro"
"dangerous","negative","peligroso"
"dangerously","negative","peligrosamente"
"dangers","negative","peligros"
"deadlock","negative","punto muerto"
"deadlocked","negative","estancado"
"deadlocking","negative","estancamiento"
"deadlocks","negative","puntos muertos"
"deadweight","negative","peso muerto"
"deadweights","negative","pesos muertos"
"debarment","negative","exclusión"
"debarments","negative","inhabilitaciones"
"debarred","negative","excluido"
"deceased","negative","fallecido"
"deceit","negative","engaño"
"deceitful","negative","engañoso"
"deceitfulness","negative","engaño"
"deceive","negative","engañar"
"deceived","negative","engañado"
"deceives","negative","engaña"
"deceiving","negative","engañoso"
"deception","negative","engaño"
"deceptions","negative","engaños"
"deceptive","negative","engañoso"
"deceptively","negative","engañosamente"
"decline","negative","disminución"
"declined","negative","rechazado"
"declines","negative","declina"
"declining","negative","declinante"
"deface","negative","desfigurar"
"defaced","negative","desfigurado"
"defacement","negative","desfiguración"
"defamation","negative","difamación"
"defamations","negative","difamaciones"
"defamatory","negative","difamatorio"
"defame","negative","difamar"
"defamed","negative","difamado"
"defames","negative","difama"
"defaming","negative","difamando"
"default","negative","defecto"
"defaulted","negative","por defecto"
"defaulting","negative","impago"
"defaults","negative","valores predeterminados"
"defeat","negative","derrota"
"defeated","negative","derrotado"
"defeating","negative","derrotar"
"defeats","negative","derrotas"
"defect","negative","defecto"
"defective","negative","defectuoso"
"defects","negative","defectos"
"defend","negative","defender"
"defendant","negative","acusado"
"defendants","negative","acusados"
"defended","negative","defendido"
"defending","negative","defendiendo"
"defends","negative","defiende"
"defensive","negative","defensivo"
"defer","negative","aplazar"
"deficiencies","negative","deficiencias"
"deficiency","negative","deficiencia"
"deficient","negative","deficiente"
"deficit","negative","déficit"
"deficits","negative","déficits"
"defraud","negative","defraudar"
"defrauded","negative","defraudado"
"defrauding","negative","defraudar"
"defrauds","negative","defraudadores"
"defunct","negative","difunto"
"degradation","negative","degradación"
"degradations","negative","degradaciones"
"degrade","negative","degradar"
"degraded","negative","degradado"
"degrades","negative","degrada"
"degrading","negative","degradante"
"delay","negative","retrasar"
"delayed","negative","retrasado"
"delaying","negative","demorando"
"delays","negative","retrasos"
"deleterious","negative","perjudicial"
"deliberate","negative","deliberar"
"deliberated","negative","deliberado"
"deliberately","negative","deliberadamente"
"delinquencies","negative","morosidad"
"delinquency","negative","delincuencia"
"delinquent","negative","delincuente"
"delinquently","negative","delincuentemente"
"delinquents","negative","delincuentes"
"delist","negative","anular"
"delisted","negative","eliminado"
"delisting","negative","exclusión"
"delists","negative","delists"
"demise","negative","fallecimiento"
"demised","negative","despedido"
"demises","negative","fallecimientos"
"demising","negative","desechar"
"demolish","negative","demoler"
"demolished","negative","demolido"
"demolishes","negative","derriba"
"demolishing","negative","demoledor"
"demolition","negative","demolición"
"demolitions","negative","demoliciones"
"demote","negative","degradar"
"demoted","negative","degradado"
"demotes","negative","degradaciones"
"demoting","negative","degradar"
"demotion","negative","degradación"
"demotions","negative","degradaciones"
"denial","negative","negación"
"denials","negative","negaciones"
"denied","negative","negado"
"denies","negative","niega"
"denigrate","negative","denigrar"
"denigrated","negative","denigrado"
"denigrates","negative","denigra"
"denigrating","negative","denigrante"
"denigration","negative","denigrado"
"deny","negative","negar"
"denying","negative","negando"
"deplete","negative","agotar"
"depleted","negative","agotado"
"depletes","negative","agota"
"depleting","negative","agotando"
"depletion","negative","agotamiento"
"depletions","negative","agotamientos"
"deprecation","negative","deprecación"
"depress","negative","deprimir"
"depressed","negative","Deprimido"
"depresses","negative","deprime"
"depressing","negative","deprimente"
"deprivation","negative","privación"
"deprive","negative","privar"
"deprived","negative","privado"
"deprives","negative","priva"
"depriving","negative","privar"
"derelict","negative","abandonado"
"dereliction","negative","abandono"
"derogatory","negative","despectivo"
"destabilization","negative","desestabilización"
"destabilize","negative","desestabilizar"
"destabilized","negative","desestabilizado"
"destabilizing","negative","desestabilizador"
"destroy","negative","destruir"
"destroyed","negative","destruido"
"destroying","negative","destruyendo"
"destroys","negative","destruye"
"destruction","negative","destrucción"
"destructive","negative","destructivo"
"detain","negative","detener"
"detained","negative","detenido"
"detention","negative","detención"
"detentions","negative","detenciones"
"deter","negative","desalentar"
"deteriorate","negative","deteriorarse"
"deteriorated","negative","deteriorado"
"deteriorates","negative","se deteriora"
"deteriorating","negative","deteriorando"
"deterioration","negative","deterioro"
"deteriorations","negative","deterioros"
"deterred","negative","disuadido"
"deterrence","negative","disuasión"
"deterrences","negative","disuasiones"
"deterrent","negative","disuasorio"
"deterrents","negative","disuasivos"
"deterring","negative","disuadir"
"deters","negative","disuade"
"detract","negative","detraer"
"detracted","negative","detraído"
"detracting","negative","restando valor"
"detriment","negative","detrimento"
"detrimental","negative","perjudicial"
"detrimentally","negative","perjudicialmente"
"detriments","negative","detrimentos"
"devalue","negative","devaluar"
"devalued","negative","devaluado"
"devalues","negative","devalúa"
"devaluing","negative","devaluar"
"devastate","negative","devastar"
"devastated","negative","devastado"
"devastating","negative","devastador"
"devastation","negative","devastación"
"deviate","negative","desviarse"
"deviated","negative","desviado"
"deviates","negative","se desvía"
"deviating","negative","desviarse"
"deviation","negative","desviación"
"deviations","negative","desviaciones"
"devolve","negative","delegar"
"devolved","negative","delegado"
"devolves","negative","devolves"
"devolving","negative","delegar"
"difficult","negative","difícil"
"difficulties","negative","dificultades"
"difficultly","negative","dificilmente"
"difficulty","negative","dificultad"
"diminish","negative","disminuir"
"diminished","negative","disminuido"
"diminishes","negative","disminuye"
"diminishing","negative","menguante"
"diminution","negative","disminución"
"disadvantage","negative","desventaja"
"disadvantaged","negative","perjudicado"
"disadvantageous","negative","desventajoso"
"disadvantages","negative","desventajas"
"disaffiliation","negative","desafiliación"
"disagree","negative","discrepar"
"disagreeable","negative","desagradable"
"disagreed","negative","en desacuerdo"
"disagreeing","negative","en desacuerdo"
"disagreement","negative","desacuerdo"
"disagreements","negative","desacuerdos"
"disagrees","negative","no está de acuerdo"
"disallow","negative","rechazar"
"disallowance","negative","denegación"
"disallowances","negative","desautorizaciones"
"disallowed","negative","no permitido"
"disallowing","negative","no permitir"
"disallows","negative","no permite"
"disappear","negative","desaparecer"
"disappearance","negative","desaparición"
"disappearances","negative","desapariciones"
"disappeared","negative","desaparecido"
"disappearing","negative","desapareciendo"
"disappears","negative","desaparece"
"disappoint","negative","decepcionar"
"disappointed","negative","decepcionado"
"disappointing","negative","decepcionante"
"disappointingly","negative","decepcionantemente"
"disappointment","negative","decepción"
"disappointments","negative","decepciones"
"disappoints","negative","decepciona"
"disapproval","negative","desaprobación"
"disapprovals","negative","desaprobaciones"
"disapprove","negative","desaprobar"
"disapproved","negative","desaprobado"
"disapproves","negative","desaprueba"
"disapproving","negative","desaprobando"
"disassociates","negative","se disocia"
"disassociating","negative","disociando"
"disassociation","negative","disociación"
"disassociations","negative","disociaciones"
"disaster","negative","desastre"
"disasters","negative","desastres"
"disastrous","negative","desastroso"
"disastrously","negative","desastrosamente"
"disavow","negative","repudiar"
"disavowal","negative","negación"
"disavowed","negative","desautorizado"
"disavowing","negative","desautorizar"
"disavows","negative","desautoriza"
"disciplinary","negative","disciplinario"
"disclaim","negative","negar"
"disclaimed","negative","renunciado"
"disclaimer","negative","Descargo de responsabilidad"
"disclaimers","negative","renuncias"
"disclaiming","negative","renuncia"
"disclaims","negative","renuncia"
"disclose","negative","revelar"
"disclosed","negative","revelado"
"discloses","negative","revela"
"disclosing","negative","revelando"
"discontinuance","negative","discontinuación"
"discontinuances","negative","discontinuidades"
"discontinuation","negative","discontinuación"
"discontinuations","negative","interrupciones"
"discontinue","negative","discontinuar"
"discontinued","negative","interrumpido"
"discontinues","negative","descontinúa"
"discontinuing","negative","descontinuando"
"discourage","negative","desalentar"
"discouraged","negative","desanimado"
"discourages","negative","desalienta"
"discouraging","negative","desalentador"
"discredit","negative","descrédito"
"discredited","negative","desacreditado"
"discrediting","negative","desacreditar"
"discredits","negative","desacreditaciones"
"discrepancies","negative","discrepancias"
"discrepancy","negative","discrepancia"
"disfavor","negative","desfavorecer"
"disfavored","negative","desfavorecido"
"disfavoring","negative","desfavorecer"
"disfavors","negative","desfavorables"
"disgorge","negative","vomitar"
"disgorged","negative","vomitado"
"disgorgement","negative","regurgitación"
"disgorgements","negative","regurgitaciones"
"disgorges","negative","lanzamientos"
"disgorging","negative","vomitar"
"disgrace","negative","desgracia"
"disgraceful","negative","vergonzoso"
"disgracefully","negative","vergonzosamente"
"dishonest","negative","deshonesto"
"dishonestly","negative","deshonestamente"
"dishonesty","negative","deshonestidad"
"dishonor","negative","deshonra"
"dishonorable","negative","deshonroso"
"dishonorably","negative","deshonrosamente"
"dishonored","negative","deshonrado"
"dishonoring","negative","deshonra"
"dishonors","negative","deshonra"
"disincentives","negative","desincentivos"
"disinterested","negative","desinteresado"
"disinterestedly","negative","desinteresadamente"
"disinterestedness","negative","desinterés"
"disloyal","negative","desleal"
"disloyally","negative","deslealmente"
"disloyalty","negative","deslealtad"
"dismal","negative","triste"
"dismally","negative","tristemente"
"dismiss","negative","descartar"
"dismissal","negative","despido"
"dismissals","negative","despidos"
"dismissed","negative","despedido"
"dismisses","negative","despide"
"dismissing","negative","despedir"
"disorderly","negative","desordenado"
"disparage","negative","menospreciar"
"disparaged","negative","menospreciado"
"disparagement","negative","menosprecio"
"disparagements","negative","menosprecios"
"disparages","negative","menosprecios"
"disparaging","negative","despectivo"
"disparagingly","negative","despectivamente"
"disparities","negative","disparidades"
"disparity","negative","disparidad"
"displace","negative","desplazar"
"displaced","negative","desplazado"
"displacement","negative","desplazamiento"
"displacements","negative","desplazamientos"
"displaces","negative","desplaza"
"displacing","negative","desplazando"
"dispose","negative","disponer"
"dispossess","negative","desposeer"
"dispossessed","negative","desposeído"
"dispossesses","negative","desposee"
"dispossessing","negative","desposeer"
"disproportion","negative","desproporción"
"disproportional","negative","desproporcionado"
"disproportionate","negative","desproporcionado"
"disproportionately","negative","desproporcionadamente"
"dispute","negative","disputa"
"disputed","negative","cuestionado"
"disputes","negative","disputas"
"disputing","negative","disputando"
"disqualification","negative","descalificación"
"disqualifications","negative","descalificaciones"
"disqualified","negative","descalificado"
"disqualifies","negative","descalifica"
"disqualify","negative","descalificar"
"disqualifying","negative","descalificante"
"disregard","negative","indiferencia"
"disregarded","negative","ignorado"
"disregarding","negative","sin tener en cuenta"
"disregards","negative","ignora"
"disreputable","negative","de mala fama"
"disrepute","negative","mala fama"
"disrupt","negative","interrumpir"
"disrupted","negative","interrumpido"
"disrupting","negative","interrumpiendo"
"disruption","negative","ruptura"
"disruptions","negative","interrupciones"
"disruptive","negative","disruptivo"
"disrupts","negative","interrumpe"
"dissatisfaction","negative","insatisfacción"
"dissatisfied","negative","insatisfecho"
"dissent","negative","disentimiento"
"dissented","negative","disidido"
"dissenter","negative","disidente"
"dissenters","negative","disidentes"
"dissenting","negative","disidente"
"dissents","negative","disidentes"
"dissident","negative","disidente"
"dissidents","negative","disidentes"
"dissolution","negative","disolución"
"dissolutions","negative","disoluciones"
"distort","negative","distorsionar"
"distorted","negative","distorsionado"
"distorting","negative","distorsionista"
"distortion","negative","distorsión"
"distortions","negative","distorsiones"
"distorts","negative","distorsiona"
"distract","negative","distraer"
"distracted","negative","distraído"
"distracting","negative","distraer"
"distraction","negative","distracción"
"distractions","negative","distracciones"
"distracts","negative","distrae"
"distress","negative","angustia"
"distressed","negative","afligido"
"disturb","negative","molestar"
"disturbance","negative","disturbio"
"disturbances","negative","disturbios"
"disturbed","negative","perturbado"
"disturbing","negative","perturbador"
"disturbs","negative","perturba"
"diversion","negative","desviación"
"divert","negative","desviar"
"diverted","negative","desviado"
"diverting","negative","divertido"
"diverts","negative","se desvía"
"divest","negative","despojar"
"divested","negative","despojado"
"divesting","negative","desinversión"
"divestiture","negative","despojo"
"divestitures","negative","desinversiones"
"divestment","negative","despojo"
"divestments","negative","desinversiones"
"divests","negative","desinversiones"
"divorce","negative","divorcio"
"divorced","negative","divorciado"
"divulge","negative","divulgar"
"divulged","negative","divulgado"
"divulges","negative","divulga"
"divulging","negative","divulgando"
"doubt","negative","duda"
"doubted","negative","dudado"
"doubtful","negative","dudoso"
"doubts","negative","dudas"
"downgrade","negative","degradar"
"downgraded","negative","degradado"
"downgrades","negative","rebajas"
"downgrading","negative","degradación"
"downsize","negative","reducir el tamaño"
"downsized","negative","reducido"
"downsizes","negative","reducir el tamaño"
"downsizing","negative","reducción de personal"
"downsizings","negative","rebajas"
"downtime","negative","falta del tiempo"
"downtimes","negative","tiempos de inactividad"
"downturn","negative","recesión"
"downturns","negative","recesiones"
"downward","negative","hacia abajo"
"downwards","negative","hacia abajo"
"drag","negative","arrastrar"
"drastic","negative","drástico"
"drastically","negative","drásticamente"
"drawback","negative","retirarse"
"drawbacks","negative","inconvenientes"
"dropped","negative","caído"
"drought","negative","sequía"
"droughts","negative","sequías"
"duress","negative","coacción"
"dysfunction","negative","disfunción"
"dysfunctional","negative","disfuncional"
"dysfunctions","negative","disfunciones"
"easing","negative","alivio"
"egregious","negative","enorme"
"egregiously","negative","atrozmente"
"embargo","negative","embargo"
"embargoed","negative","embargado"
"embargoes","negative","embargos"
"embargoing","negative","embargo"
"embarrass","negative","avergonzar"
"embarrassed","negative","desconcertado"
"embarrasses","negative","vergüenzas"
"embarrassing","negative","embarazoso"
"embarrassment","negative","vergüenza"
"embarrassments","negative","vergüenzas"
"embezzle","negative","malversar"
"embezzled","negative","malversados"
"embezzlement","negative","malversación"
"embezzlements","negative","malversaciones"
"embezzler","negative","desfalcador"
"embezzles","negative","malversaciones"
"embezzling","negative","malversación de fondos"
"encroach","negative","invadir"
"encroached","negative","invadido"
"encroaches","negative","invade"
"encroaching","negative","invasión"
"encroachment","negative","invasión"
"encroachments","negative","invasiones"
"encumber","negative","cargar"
"encumbered","negative","gravado"
"encumbering","negative","gravando"
"encumbers","negative","grava"
"encumbrance","negative","gravamen"
"encumbrances","negative","gravámenes"
"endanger","negative","poner en peligro"
"endangered","negative","en peligro de extinción"
"endangering","negative","poner en peligro"
"endangerment","negative","peligro"
"endangers","negative","pone en peligro"
"enjoin","negative","imponer"
"enjoined","negative","ordenado"
"enjoining","negative","ordenando"
"enjoins","negative","ordena"
"erode","negative","erosionar"
"eroded","negative","erosionado"
"erodes","negative","erosiona"
"eroding","negative","erosionando"
"erosion","negative","erosión"
"erratic","negative","errático"
"erratically","negative","erráticamente"
"erred","negative","errado"
"erring","negative","vagabundo"
"erroneous","negative","erróneo"
"erroneously","negative","erróneamente"
"error","negative","error"
"errors","negative","errores"
"errs","negative","erra"
"escalate","negative","escalar"
"escalated","negative","escalado"
"escalates","negative","se intensifica"
"escalating","negative","escalado"
"evade","negative","evadir"
"evaded","negative","evadido"
"evades","negative","evade"
"evading","negative","evadiendo"
"evasion","negative","evasión"
"evasions","negative","evasiones"
"evasive","negative","evasivo"
"evict","negative","desalojar"
"evicted","negative","desalojado"
"evicting","negative","desalojando"
"eviction","negative","desalojo"
"evictions","negative","desalojos"
"evicts","negative","desalojos"
"exacerbate","negative","exacerbar"
"exacerbated","negative","exacerbado"
"exacerbates","negative","exacerba"
"exacerbating","negative","exacerbar"
"exacerbation","negative","exacerbación"
"exacerbations","negative","exacerbaciones"
"exaggerate","negative","exagerar"
"exaggerated","negative","exagerado"
"exaggerates","negative","exagera"
"exaggerating","negative","exagerando"
"exaggeration","negative","exageración"
"excessive","negative","excesivo"
"excessively","negative","excesivamente"
"exculpate","negative","exculpar"
"exculpated","negative","exculpado"
"exculpates","negative","exculpa"
"exculpating","negative","exculpando"
"exculpation","negative","exculpación"
"exculpations","negative","exculpaciones"
